age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,native-region
45,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,<=50K,North_America
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,Low,Low,Low,<=50K,North_America
59,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Medium,Low,Medium,<=50K,North_America
26,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Low,Low,High,>50K,Asia_East
64,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,Low,Low,Medium,>50K,North_America
61,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
17,Private,9th,5,Never-married,Other-service,Own-child,White,Male,Low,Low,Low,<=50K,North_America
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,<=50K,North_America
27,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,Low,Low,Low,<=50K,North_America
30,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,Low,Low,Medium,<=50K,North_America
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,Low,Low,Medium,<=50K,North_America
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Medium,Low,Medium,>50K,North_America
35,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,Low,Low,Medium,<=50K,North_America
24,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,Medium,Low,High,>50K,North_America
22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,Low,<=50K,Europe_West
42,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Medium,Low,Medium,>50K,North_America
34,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
60,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
57,Federal-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,High,Low,Medium,>50K,North_America
41,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,High,>50K,North_America
50,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
50,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,South_America
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,<=50K,North_America
31,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
29,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
27,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
65,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Low,<=50K,North_America
37,Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
38,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
48,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,Medium,Low,Medium,>50K,North_America
21,Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,Low,Low,Low,<=50K,North_America
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,>50K,North_America
55,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Medium,Low,Medium,>50K,North_America
24,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,Low,Low,Medium,<=50K,Asia_East
43,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
26,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
46,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
35,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,>50K,North_America
41,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,>50K,North_America
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Medium,Low,Low,>50K,Asia_East
36,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,Low,Low,Medium,>50K,North_America
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,Low,Low,Low,<=50K,North_America
24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
77,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
22,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,Low,Low,Medium,<=50K,Central_America
29,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
62,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
35,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
29,Private,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
76,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Low,<=50K,North_America
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,Medium,<=50K,North_America
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,Low,Medium,High,>50K,North_America
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,Low,Medium,<=50K,North_America
66,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,Low,Low,Medium,<=50K,North_America
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
47,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
55,Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,<=50K,North_America
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
17,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,Low,Low,High,<=50K,Central_America
30,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
49,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
19,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,Low,Low,Low,<=50K,Central_America
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,Low,Low,Medium,<=50K,North_America
26,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,Medium,Low,Medium,>50K,North_America
36,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,Medium,Low,Medium,>50K,North_America
33,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
22,State-gov,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,Low,Low,Medium,<=50K,North_America
43,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
56,Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,Low,Low,Low,<=50K,Asia_Central
31,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,Low,Low,Low,<=50K,North_America
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
26,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,<=50K,North_America
46,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Low,<=50K,North_America
38,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,>50K,North_America
65,Private,11th,7,Widowed,Other-service,Unmarried,Other,Male,Low,Low,Medium,<=50K,North_America
40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,Low,Low,Medium,>50K,North_America
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,Low,Low,Low,<=50K,North_America
26,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,Europe_West
36,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,Low,Low,Low,<=50K,North_America
62,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
43,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,Low,Low,Medium,>50K,North_America
22,Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
22,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
57,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,>50K,North_America
39,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
26,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,Low,Low,Low,<=50K,North_America
40,State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Low,>50K,North_America
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Low,Low,Medium,<=50K,North_America
44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,Low,Low,Medium,<=50K,North_America
20,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Low,<=50K,North_America
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,Low,Low,Medium,<=50K,North_America
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
46,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,<=50K,North_America
54,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
46,Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,Low,High,Medium,<=50K,North_America
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
46,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
36,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,Low,Low,Medium,<=50K,North_America
23,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
29,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,Low,High,Low,>50K,North_America
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Low,<=50K,North_America
19,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,Low,Low,Medium,<=50K,North_America
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,Low,Low,Medium,>50K,North_America
46,Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
44,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,Low,Low,Medium,<=50K,North_America
45,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
28,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
50,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,Low,Low,Medium,>50K,North_America
34,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
28,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,Low,High,Medium,<=50K,Central_America
41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Medium,High,>50K,North_America
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,<=50K,North_America
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Low,<=50K,North_America
32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,<=50K,North_America
41,Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,Low,Low,Low,<=50K,North_America
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
33,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
46,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,Low,High,>50K,North_America
31,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,North_America
35,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,High,>50K,North_America
52,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,Central_America
30,Private,11th,7,Never-married,Other-service,Own-child,White,Female,Low,Low,Low,<=50K,North_America
34,Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,Low,Low,Medium,<=50K,North_America
34,State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
20,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Low,<=50K,North_America
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Low,Low,<=50K,North_America
32,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,Low,Low,Medium,>50K,North_America
29,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
33,Private,10th,6,Never-married,Craft-repair,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,High,<=50K,North_America
36,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,Low,Low,High,<=50K,Central_America
63,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,<=50K,North_America
40,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
30,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,Low,Low,Low,>50K,North_America
27,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,Low,High,Medium,<=50K,Asia_East
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,High,>50K,North_America
34,Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,Low,Low,High,<=50K,North_America
34,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
23,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,<=50K,North_America
